age,sex,country,week,population,deaths,out_of_sample,cumulative_deaths,death_rate,cumulative_death_rate,sex_label,country_label
0,both,austria,2020-01-06,4664116.55737705,35,FALSE,0,7.5041006307275655e-6,0,both,Austria
0,both,austria,2020-01-13,4664549.046448087,47,FALSE,0,1.0076000816368106e-5,0,both,Austria
0,both,austria,2020-01-20,4664981.535519126,47,FALSE,0,1.0075066673285293e-5,0,both,Austria
0,both,austria,2020-01-27,4665414.024590164,52,FALSE,0,1.1145848948436674e-5,0,both,Austria
0,both,austria,2020-02-03,4665846.513661202,32,FALSE,0,6.858348191760427e-6,0,both,Austria
0,both,austria,2020-02-10,4666279.002732241,38,FALSE,0,8.143533633061784e-6,0,both,Austria
0,both,austria,2020-02-17,4666711.491803279,37,TRUE,37,7.928495272310633e-6,7.928495272310633e-6,both,Austria
0,both,austria,2020-02-24,4667143.980874317,51,TRUE,88,1.0927453750943835e-5,1.885521431535407e-5,both,Austria
0,both,austria,2020-03-02,4667576.469945354,46,TRUE,134,9.855221504392095e-6,2.870868873018567e-5,both,Austria
0,both,austria,2020-03-09,4668008.959016394,50,TRUE,184,1.0711204806799602e-5,3.941723368902253e-5,both,Austria
0,both,austria,2020-03-16,4668441.4480874315,47,TRUE,231,1.0067599759498959e-5,4.948118179668638e-5,both,Austria
0,both,austria,2020-03-23,4668873.93715847,48,TRUE,279,1.0280851581358684e-5,5.975744981664735e-5,both,Austria
0,both,austria,2020-03-30,4669306.426229509,41,TRUE,320,8.780747343906434e-6,6.85326621963429e-5,both,Austria
0,both,austria,2020-04-06,4669738.915300546,41,TRUE,361,8.77993411273213e-6,7.730624913893411e-5,both,Austria
0,both,austria,2020-04-13,4670171.404371585,46,TRUE,407,9.849745548298506e-6,8.714883561211939e-5,both,Austria
0,both,austria,2020-04-20,4670603.893442623,45,TRUE,452,9.63472840485971e-6,9.677549419992421e-5,both,Austria
0,both,austria,2020-04-27,4671036.382513661,38,TRUE,490,8.135239567444937e-6,1.0490177336968472e-4,both,Austria
0,both,austria,2020-05-04,4671468.8715846995,31,TRUE,521,6.636028378261223e-6,1.1152808984109991e-4,both,Austria
0,both,austria,2020-05-11,4671901.360655738,41,TRUE,562,8.775870215343187e-6,1.2029363563470417e-4,both,Austria
0,both,belgium,2020-01-06,6253285.540983606,54,FALSE,0,8.635460454522297e-6,0,both,Belgium
0,both,belgium,2020-01-13,6253418.9617486335,45,FALSE,0,7.196063509459267e-6,0,both,Belgium
0,both,belgium,2020-01-20,6253552.382513661,65,FALSE,0,1.0394092193383496e-5,0,both,Belgium
0,both,belgium,2020-01-27,6253685.803278688,74,FALSE,0,1.1833021729553988e-5,0,both,Belgium
0,both,belgium,2020-02-03,6253819.224043716,50,FALSE,0,7.995114378709212e-6,0,both,Belgium
0,both,belgium,2020-02-10,6253952.644808743,59,FALSE,0,9.434033698508173e-6,0,both,Belgium
0,both,belgium,2020-02-17,6254086.065573771,65,TRUE,65,1.0393205229105955e-5,1.0393205229105955e-5,both,Belgium
0,both,belgium,2020-02-24,6254219.486338798,50,TRUE,115,7.99460270129884e-6,1.8387586212987334e-5,both,Belgium
0,both,belgium,2020-03-02,6254352.907103825,50,TRUE,165,7.994432156715837e-6,2.638162611716226e-5,both,Belgium
0,both,belgium,2020-03-09,6254486.327868853,49,TRUE,214,7.834376387020772e-6,3.421543973107031e-5,both,Belgium
0,both,belgium,2020-03-16,6254619.74863388,75,TRUE,289,1.1991136634066577e-5,4.620584649660321e-5,both,Belgium
0,both,belgium,2020-03-23,6254753.169398908,46,TRUE,335,7.354406921291936e-6,5.355926779636519e-5,both,Belgium
0,both,belgium,2020-03-30,6254886.590163935,59,TRUE,394,9.432625060345604e-6,6.29907504029859e-5,both,Belgium
0,both,belgium,2020-04-06,6255020.010928962,54,TRUE,448,8.633065906367934e-6,7.16224727046821e-5,both,Belgium
0,both,belgium,2020-04-13,6255153.43169399,42,TRUE,490,6.714463595279991e-6,7.833540861159989e-5,both,Belgium
0,both,belgium,2020-04-20,6255286.852459017,43,TRUE,533,6.874185151572427e-6,8.520792292530474e-5,both,Belgium
0,both,belgium,2020-04-27,6255420.273224044,46,TRUE,579,7.3536226169966995e-6,9.255972815741497e-5,both,Belgium
0,both,belgium,2020-05-04,6255553.693989071,51,TRUE,630,8.152755534494994e-6,1.0071050954376168e-4,both,Belgium
0,both,belgium,2020-05-11,6255687.114754098,58,TRUE,688,9.271563448754727e-6,1.0997992504729744e-4,both,Belgium
0,both,belgium,2020-05-18,6255820.535519125,37,TRUE,725,5.914491918353863e-6,1.1589207137315002e-4,both,Belgium
0,both,bulgaria,2020-01-06,3543123.770491803,67,FALSE,0,1.890986720757431e-5,0,both,Bulgaria
0,both,bulgaria,2020-01-13,3542090.3142076503,66,FALSE,0,1.8633065265238417e-5,0,both,Bulgaria
0,both,bulgaria,2020-01-20,3541056.8579234974,67,FALSE,0,1.8920904884675957e-5,0,both,Bulgaria
0,both,bulgaria,2020-01-27,3540023.401639344,67,FALSE,0,1.8926428556651085e-5,0,both,Bulgaria
0,both,bulgaria,2020-02-03,3538989.9453551914,71,FALSE,0,2.0062221451966874e-5,0,both,Bulgaria
0,both,bulgaria,2020-02-10,3537956.4890710386,82,FALSE,0,2.3177221159531767e-5,0,both,Bulgaria
0,both,bulgaria,2020-02-17,3536923.0327868853,64,TRUE,64,1.8094824062250458e-5,1.8094824062250458e-5,both,Bulgaria
0,both,bulgaria,2020-02-24,3535889.576502732,54,TRUE,118,1.5271970131321288e-5,3.3372082879553926e-5,both,Bulgaria
0,both,bulgaria,2020-03-02,3534856.1202185797,61,TRUE,179,1.7256713689446583e-5,5.063855328542522e-5,both,Bulgaria
0,both,bulgaria,2020-03-09,3533822.6639344264,72,TRUE,251,2.0374536825183493e-5,7.102789921001467e-5,both,Bulgaria
0,both,bulgaria,2020-03-16,3532789.207650273,68,TRUE,319,1.9248247207262083e-5,9.02969243987736e-5,both,Bulgaria
0,both,bulgaria,2020-03-23,3531755.7513661203,49,TRUE,368,1.3874119120793187e-5,1.0419746605003863e-4,both,Bulgaria
0,both,bulgaria,2020-03-30,3530722.2950819675,65,TRUE,433,1.8409830784635808e-5,1.2263779584226623e-4,both,Bulgaria
0,both,bulgaria,2020-04-06,3529688.838797814,75,TRUE,508,2.1248331914023458e-5,1.4392203483098556e-4,both,Bulgaria
0,both,bulgaria,2020-04-13,3528655.3825136614,71,TRUE,579,2.0120978759173322e-5,1.640851648107233e-4,both,Bulgaria
0,both,bulgaria,2020-04-20,3527621.926229508,62,TRUE,641,1.757557961044555e-5,1.817088150047677e-4,both,Bulgaria
0,both,bulgaria,2020-04-27,3526588.4699453553,62,TRUE,703,1.758073008188582e-5,1.9934279431557632e-4,both,Bulgaria
0,both,bulgaria,2020-05-04,3525555.013661202,48,TRUE,751,1.3614877604803897e-5,2.1301610585849431e-4,both,Bulgaria
0,both,bulgaria,2020-05-11,3524521.5573770492,77,TRUE,828,2.1846936881073708e-5,2.349255030847926e-4,both,Bulgaria
0,both,bulgaria,2020-05-18,3523488.1010928964,65,TRUE,893,1.844762863817779e-5,2.534420365214272e-4,both,Bulgaria
0,both,bulgaria,2020-05-25,3522454.644808743,55,TRUE,948,1.5614111619877593e-5,2.691305057389811e-4,both,Bulgaria
0,both,bulgaria,2020-06-01,3521421.18852459,49,TRUE,997,1.3914836475590724e-5,2.8312432584008066e-4,both,Bulgaria
0,both,czechia,2020-01-06,5716866.180327868,64,FALSE,0,1.1194944569496558e-5,0,both,Czechia
0,both,czechia,2020-01-13,5715742.431693989,57,FALSE,0,9.972457765754634e-6,0,both,Czechia
0,both,czechia,2020-01-20,5714618.68306011,76,FALSE,0,1.3299225060332969e-5,0,both,Czechia
0,both,czechia,2020-01-27,5713494.934426229,59,FALSE,0,1.0326429038118156e-5,0,both,Czechia
0,both,czechia,2020-02-03,5712371.185792349,60,FALSE,0,1.0503519125163003e-5,0,both,Czechia
0,both,czechia,2020-02-10,5711247.43715847,65,FALSE,0,1.1381051287867086e-5,0,both,Czechia
0,both,czechia,2020-02-17,5710123.688524591,63,TRUE,63,1.103303596148164e-5,1.103303596148164e-5,both,Czechia
0,both,czechia,2020-02-24,5708999.939890711,66,TRUE,129,1.1560693763339479e-5,2.2595901446527165e-5,both,Czechia
0,both,czechia,2020-03-02,5707876.1912568305,59,TRUE,188,1.033659421176209e-5,3.293694426798768e-5,both,Czechia
0,both,czechia,2020-03-09,5706752.442622951,55,TRUE,243,9.63770560454183e-6,4.2581135670975727e-5,both,Czechia
0,both,czechia,2020-03-16,5705628.693989071,54,TRUE,297,9.464338269486316e-6,5.205386048217474e-5,both,Czechia
0,both,czechia,2020-03-23,5704504.945355192,61,TRUE,358,1.069330302705204e-5,6.27574177653218e-5,both,Czechia
0,both,czechia,2020-03-30,5703381.196721312,62,TRUE,420,1.0870744539334278e-5,7.364052752452252e-5,both,Czechia
0,both,czechia,2020-04-06,5702257.4480874315,52,TRUE,472,9.119195419252964e-6,8.277423534398844e-5,both,Czechia
0,both,czechia,2020-04-13,5701133.699453551,70,TRUE,542,1.2278259674336253e-5,9.506881062128927e-5,both,Czechia
0,both,czechia,2020-04-20,5700009.950819672,68,TRUE,610,1.1929803734855141e-5,1.0701735703325937e-4,both,Czechia
0,both,denmark,2020-01-06,3091376.606557377,27,FALSE,0,8.733973060004415e-6,0,both,Denmark
0,both,denmark,2020-01-13,3091369.3005464477,29,FALSE,0,9.380956197913267e-6,0,both,Denmark
0,both,denmark,2020-01-20,3091361.994535519,20,FALSE,0,6.469640254151157e-6,0,both,Denmark
0,both,denmark,2020-01-27,3091354.68852459,28,FALSE,0,9.057517762015058e-6,0,both,Denmark
0,both,denmark,2020-02-03,3091347.382513661,24,FALSE,0,7.763605001416868e-6,0,both,Denmark
0,both,denmark,2020-02-10,3091340.076502732,24,FALSE,0,7.7636233497647e-6,0,both,Denmark
0,both,denmark,2020-02-17,3091332.770491803,21,TRUE,21,6.793186485924351e-6,6.793186485924351e-6,both,Denmark
0,both,denmark,2020-02-24,3091325.464480874,24,TRUE,45,7.763660046720547e-6,1.4556862587601025e-5,both,Denmark
0,both,denmark,2020-03-02,3091318.158469945,23,TRUE,68,7.440191795523208e-6,2.199708878676427e-5,both,Denmark
0,both,denmark,2020-03-09,3091310.8524590163,27,TRUE,95,8.734158837026229e-6,3.0731299611758954e-5,both,Denmark
0,both,denmark,2020-03-16,3091303.5464480873,27,TRUE,122,8.734179479405392e-6,3.94655517217577e-5,both,Denmark
0,both,denmark,2020-03-23,3091296.2404371584,14,TRUE,136,4.528844507642586e-6,4.3994489502813696e-5,both,Denmark
0,both,denmark,2020-03-30,3091288.9344262294,17,TRUE,153,5.49932418502813e-6,4.949391766525317e-5,both,Denmark
0,both,denmark,2020-04-06,3091281.6284153005,16,TRUE,169,5.175846759779749e-6,5.46698814001736e-5,both,Denmark
0,both,denmark,2020-04-13,3091274.3224043716,29,TRUE,198,9.38124442396429e-6,6.405125503258377e-5,both,Denmark
0,both,denmark,2020-04-20,3091267.0163934426,26,TRUE,224,8.41079074118094e-6,7.246219715478964e-5,both,Denmark
0,both,denmark,2020-04-27,3091259.7103825137,22,TRUE,246,7.1168397550388e-6,7.95792081699793e-5,both,Denmark
0,both,denmark,2020-05-04,3091252.4043715848,22,TRUE,268,7.116856575311695e-6,8.669625282652428e-5,both,Denmark
0,both,denmark,2020-05-11,3091245.098360656,20,TRUE,288,6.4698849051491806e-6,9.31663426341482e-5,both,Denmark
0,both,denmark,2020-05-18,3091237.7923497264,21,TRUE,309,6.793395206273465e-6,9.99599580351667e-5,both,Denmark
0,both,denmark,2020-05-25,3091230.486338798,19,TRUE,328,6.14641971343369e-6,1.0610661400032896e-4,both,Denmark
0,both,denmark,2020-06-01,3091223.1803278686,15,TRUE,343,4.8524480844534284e-6,1.1095931286450173e-4,both,Denmark
0,both,england_wales,2020-01-04,33282647.93060109,351,FALSE,0,1.0546035902308116e-5,0,both,England & Wales
0,both,england_wales,2020-01-11,33284765.461202186,399,FALSE,0,1.1987466171726145e-5,0,both,England & Wales
0,both,england_wales,2020-01-18,33286882.991803277,388,FALSE,0,1.1656243094180461e-5,0,both,England & Wales
0,both,england_wales,2020-01-25,33289000.52240437,373,FALSE,0,1.1204902344513505e-5,0,both,England & Wales
0,both,england_wales,2020-02-01,33291118.053005464,317,FALSE,0,9.522059292069399e-6,0,both,England & Wales
0,both,england_wales,2020-02-08,33293235.583606556,341,FALSE,0,1.024232082050646e-5,0,both,England & Wales
0,both,england_wales,2020-02-15,33295353.114207648,390,FALSE,0,1.171334626373375e-5,0,both,England & Wales
0,both,england_wales,2020-02-22,33297470.644808743,384,TRUE,384,1.1532407494137026e-5,1.1532407494137026e-5,both,England & Wales
0,both,england_wales,2020-02-29,33299588.175409835,388,TRUE,772,1.1651795750630922e-5,2.3183469895585236e-5,both,England & Wales
0,both,england_wales,2020-03-07,33301705.706010927,386,TRUE,1158,1.1590997872830501e-5,3.47729936184915e-5,both,England & Wales
0,both,england_wales,2020-03-14,33303823.236612022,331,TRUE,1489,9.938798847458464e-6,4.470958152225273e-5,both,England & Wales
0,both,england_wales,2020-03-21,33305940.767213114,345,TRUE,1834,1.0358512387064093e-5,5.5065251356161005e-5,both,England & Wales
0,both,england_wales,2020-03-28,33308058.297814205,360,TRUE,2194,1.0808195325622583e-5,6.586994595671097e-5,both,England & Wales
0,both,england_wales,2020-04-04,33310175.8284153,384,TRUE,2578,1.1528008797612775e-5,7.739376739647327e-5,both,England & Wales
0,both,england_wales,2020-04-11,33312293.359016392,419,TRUE,2997,1.2577939185522703e-5,8.996678696661466e-5,both,England & Wales
0,both,england_wales,2020-04-18,33314410.889617484,470,TRUE,3467,1.4108008740039784e-5,1.0406907723769772e-4,both,England & Wales
0,both,england_wales,2020-04-25,33316528.42021858,404,TRUE,3871,1.2126113348437204e-5,1.1618857616782282e-4,both,England & Wales
0,both,england_wales,2020-05-02,33318645.95081967,281,TRUE,4152,8.43371607642078e-6,1.2461490800462307e-4,both,England & Wales
0,both,england_wales,2020-05-09,33320763.481420763,362,TRUE,4514,1.086409680263919e-5,1.354710855445119e-4,both,England & Wales
0,both,england_wales,2020-05-16,33322881.01202186,406,TRUE,4920,1.2183820476192555e-5,1.4764629739622505e-4,both,England & Wales
0,both,england_wales,2020-05-23,33324998.54262295,286,TRUE,5206,8.5821459117006e-6,1.5621906159550114e-4,both,England & Wales
0,both,england_wales,2020-05-30,33327116.07322404,327,TRUE,5533,9.811830080992852e-6,1.660209658658515e-4,both,England & Wales
0,both,finland,2020-01-06,2901651.7868852457,24,FALSE,0,8.271150972861084e-6,0,both,Finland
0,both,finland,2020-01-13,2901574.2322404375,28,FALSE,0,9.649934056100273e-6,0,both,Finland
0,both,finland,2020-01-20,2901496.6775956284,38,FALSE,0,1.3096689130621135e-5,0,both,Finland
0,both,finland,2020-01-27,2901419.12295082,31,FALSE,0,1.068442671890581e-5,0,both,Finland
0,both,finland,2020-02-03,2901341.568306011,29,FALSE,0,9.99537604148141e-6,0,both,Finland
0,both,finland,2020-02-10,2901264.013661202,30,FALSE,0,1.0340320583972638e-5,0,both,Finland
0,both,finland,2020-02-17,2901186.4590163934,41,TRUE,41,1.4132149235902774e-5,1.4132149235902774e-5,both,Finland
0,both,finland,2020-02-24,2901108.9043715848,26,TRUE,67,8.9620903099575e-6,2.3094617337198172e-5,both,Finland
0,both,finland,2020-03-02,2901031.3497267757,31,TRUE,98,1.0685854878100382e-5,3.3781089614639915e-5,both,Finland
0,both,finland,2020-03-09,2900953.7950819675,38,TRUE,136,1.309914003608813e-5,4.6881132760736467e-5,both,Finland
0,both,finland,2020-03-16,2900876.2404371584,35,TRUE,171,1.2065319958194957e-5,5.894770608146679e-5,both,Finland
0,both,finland,2020-03-23,2900798.6857923497,36,TRUE,207,1.2410375175748068e-5,7.13596572605514e-5,both,Finland
0,both,finland,2020-03-30,2900721.131147541,31,TRUE,238,1.0686997680378959e-5,8.20485628364578e-5,both,Finland
0,both,finland,2020-04-06,2900643.576502732,45,TRUE,283,1.5513798511658544e-5,9.75645550844304e-5,both,Finland
0,both,finland,2020-04-13,2900566.0218579234,34,TRUE,317,1.172185006091387e-5,1.0928901380322637e-4,both,Finland
0,both,finland,2020-04-20,2900488.4672131147,28,TRUE,345,9.653546399687403e-6,1.189454824247198e-4,both,Finland
0,both,finland,2020-04-27,2900410.9125683056,24,TRUE,369,8.274689595188451e-6,1.2722335252602244e-4,both,Finland
0,both,finland,2020-05-04,2900333.3579234974,30,TRUE,399,1.0343638574525307e-5,1.3757039304118656e-4,both,Finland
0,both,finland,2020-05-11,2900255.8032786883,22,TRUE,421,7.58553779122841e-6,1.4515960955032548e-4,both,Finland
0,both,finland,2020-05-18,2900178.24863388,30,TRUE,451,1.0344191779981594e-5,1.5550768309238996e-4,both,Finland
0,both,finland,2020-05-25,2900100.693989071,24,TRUE,475,8.275574723920411e-6,1.637874164109248e-4,both,Finland
0,both,france,2020-01-06,34803308.13114754,353,FALSE,0,1.014271398195275e-5,0,both,France
0,both,france,2020-01-13,34800617.51092896,326,FALSE,0,9.367649867064035e-6,0,both,France
0,both,france,2020-01-20,34797926.89071038,335,FALSE,0,9.627010282886457e-6,0,both,France
0,both,france,2020-01-27,34795236.27049181,354,FALSE,0,1.0173806473049031e-5,0,both,France
0,both,france,2020-02-03,34792545.650273226,349,FALSE,0,1.0030884302289025e-5,0,both,France
0,both,france,2020-02-10,34789855.030054644,397,FALSE,0,1.1411372644612495e-5,0,both,France
0,both,france,2020-02-17,34787164.40983607,344,TRUE,344,9.888704809258153e-6,9.888704809258153e-6,both,France
0,both,france,2020-02-24,34784473.78961749,341,TRUE,685,9.80322433688165e-6,1.9692694049161086e-5,both,France
0,both,france,2020-03-02,34781783.169398904,348,TRUE,1033,1.0005237463103134e-5,2.9699454883291778e-5,both,France
0,both,france,2020-03-09,34779092.54918033,363,TRUE,1396,1.0437305098938101e-5,4.013905762566829e-5,both,France
0,both,france,2020-03-16,34776401.92896175,338,TRUE,1734,9.719234344324563e-6,4.9861397494256784e-5,both,France
0,both,france,2020-03-23,34773711.308743164,379,TRUE,2113,1.0899037972536108e-5,6.07642934985984e-5,both,France
0,both,france,2020-03-30,34771020.68852459,334,TRUE,2447,9.605700189014854e-6,7.03746956961657e-5,both,France
0,both,france,2020-04-06,34768330.068306014,381,TRUE,2828,1.0958248476457907e-5,8.133839026620199e-5,both,France
0,both,france,2020-04-13,34765639.44808743,308,TRUE,3136,8.859322160891364e-6,9.020400745634844e-5,both,France
0,both,france,2020-04-20,34762948.82786885,303,TRUE,3439,8.71617656776833e-6,9.892716573120557e-5,both,France
0,both,france,2020-04-27,34760258.207650274,273,TRUE,3712,7.853796665409014e-6,1.0678861986079947e-4,both,France
0,both,france,2020-05-04,34757567.58743169,278,TRUE,3990,7.998258200914053e-6,1.1479514468218372e-4,both,France
0,both,france,2020-05-11,34754876.96721311,352,TRUE,4342,1.0128074984471046e-5,1.2493210676867408e-4,both,France
0,both,france,2020-05-18,34752186.346994534,337,TRUE,4679,9.697231611131272e-6,1.3463901100440126e-4,both,France
0,both,hungary,2020-01-06,5134159.311475409,85,FALSE,0,1.6555777653805107e-5,0,both,Hungary
0,both,hungary,2020-01-13,5132836.94262295,70,FALSE,0,1.3637682393282697e-5,0,both,Hungary
0,both,hungary,2020-01-20,5131514.573770491,68,FALSE,0,1.3251448285381275e-5,0,both,Hungary
0,both,hungary,2020-01-27,5130192.2049180325,71,FALSE,0,1.3839637417860526e-5,0,both,Hungary
0,both,hungary,2020-02-03,5128869.836065574,66,FALSE,0,1.286833203211675e-5,0,both,Hungary
0,both,hungary,2020-02-10,5127547.467213115,72,FALSE,0,1.4041800775202358e-5,0,both,Hungary
0,both,hungary,2020-02-17,5126225.098360656,62,TRUE,62,1.2094669822405444e-5,1.2094669822405444e-5,both,Hungary
0,both,hungary,2020-02-24,5124902.729508197,70,TRUE,132,1.3658795823958484e-5,2.5756586410893143e-5,both,Hungary
0,both,hungary,2020-03-02,5123580.360655738,64,TRUE,196,1.2491264993413512e-5,3.825449904232888e-5,both,Hungary
0,both,hungary,2020-03-09,5122257.991803279,84,TRUE,280,1.63990178031677e-5,5.4663392677225664e-5,both,Hungary
0,both,hungary,2020-03-16,5120935.62295082,62,TRUE,342,1.210716255094688e-5,6.678467084554569e-5,both,Hungary
0,both,hungary,2020-03-23,5119613.254098361,73,TRUE,415,1.4258889563886865e-5,8.106081053442533e-5,both,Hungary
0,both,hungary,2020-03-30,5118290.8852459015,56,TRUE,471,1.0941152282186e-5,9.202290580195725e-5,both,Hungary
0,both,hungary,2020-04-06,5116968.516393443,77,TRUE,548,1.504797220332936e-5,1.0709465931720116e-4,both,Hungary
0,both,hungary,2020-04-13,5115646.147540984,60,TRUE,608,1.1728723658660622e-5,1.1885106640776097e-4,both,Hungary
0,both,hungary,2020-04-20,5114323.778688524,58,TRUE,666,1.1340697716809993e-5,1.3022249447233543e-4,both,Hungary
0,both,hungary,2020-04-27,5113001.409836065,65,TRUE,731,1.2712689629804747e-5,1.4296886337518877e-4,both,Hungary
0,both,hungary,2020-05-04,5111679.040983606,58,TRUE,789,1.1346565293903792e-5,1.543524140843119e-4,both,Hungary
0,both,hungary,2020-05-11,5110356.672131147,68,TRUE,857,1.3306311939209968e-5,1.676986666456315e-4,both,Hungary
0,both,italy,2020-01-06,26250656.639344264,206,FALSE,0,7.847422745656157e-6,0,both,Italy
0,both,italy,2020-01-13,26242853.073770493,186,FALSE,0,7.087643995000887e-6,0,both,Italy
0,both,italy,2020-01-20,26235049.508196723,207,FALSE,0,7.890208094912349e-6,0,both,Italy
0,both,italy,2020-01-27,26227245.942622952,200,FALSE,0,7.625657701061626e-6,0,both,Italy
0,both,italy,2020-02-03,26219442.377049178,187,FALSE,0,7.132112014849249e-6,0,both,Italy
0,both,italy,2020-02-10,26211638.81147541,211,FALSE,0,8.049859130045106e-6,0,both,Italy
0,both,italy,2020-02-17,26203835.245901637,207,TRUE,207,7.899606987201443e-6,7.899606987201443e-6,both,Italy
0,both,italy,2020-02-24,26196031.68032787,212,TRUE,419,8.092828814190325e-6,1.5994789024272388e-5,both,Italy
0,both,italy,2020-03-02,26188228.114754096,210,TRUE,629,8.018870122858324e-6,2.4018425272751838e-5,both,Italy
0,both,italy,2020-03-09,26180424.54918033,211,TRUE,840,8.059456774798792e-6,3.208504118877244e-5,both,Italy
0,both,italy,2020-03-16,26172620.983606555,199,TRUE,1039,7.603365368896197e-6,3.9697972956196726e-5,both,Italy
0,both,italy,2020-03-23,26164817.418032788,181,TRUE,1220,6.9176863384208e-6,4.662749907664848e-5,both,Italy
0,both,italy,2020-03-30,26157013.852459013,193,TRUE,1413,7.378518094176722e-6,5.40199278086617e-5,both,Italy
0,both,italy,2020-04-06,26149210.286885247,153,TRUE,1566,5.851037118193007e-6,5.9887085797975486e-5,both,Italy
0,both,italy,2020-04-13,26141406.721311472,163,TRUE,1729,6.235318616848426e-6,6.614028152472962e-5,both,Italy
0,both,italy,2020-04-20,26133603.155737706,153,TRUE,1882,5.854531389652958e-6,7.201456258383574e-5,both,Italy
0,both,italy,2020-04-27,26125799.590163935,147,TRUE,2029,5.626622048166665e-6,7.766269480088546e-5,both,Italy
0,both,italy,2020-05-04,26117996.024590164,152,TRUE,2181,5.8197420604893115e-6,8.350564101267887e-5,both,Italy
0,both,netherlands,2020-01-06,13888951.781420764,385,FALSE,0,2.7719874477137584e-5,0,both,Netherlands
0,both,netherlands,2020-01-13,13888706.590163935,432,FALSE,0,3.110440826116558e-5,0,both,Netherlands
0,both,netherlands,2020-01-20,13888461.398907105,416,FALSE,0,2.9952921929331597e-5,0,both,Netherlands
0,both,netherlands,2020-01-27,13888216.207650274,352,FALSE,0,2.534522754665225e-5,0,both,Netherlands
0,both,netherlands,2020-02-03,13887971.016393442,448,FALSE,0,3.22581318373417e-5,0,both,Netherlands
0,both,netherlands,2020-02-10,13887725.825136613,400,FALSE,0,2.8802411930973242e-5,0,both,Netherlands
0,both,netherlands,2020-02-17,13887480.63387978,409,TRUE,409,2.9450986163912773e-5,2.9450986163912773e-5,both,Netherlands
0,both,netherlands,2020-02-24,13887235.44262295,340,TRUE,749,2.4482914645233562e-5,5.393442079199981e-5,both,Netherlands
0,both,netherlands,2020-03-02,13886990.25136612,402,TRUE,1151,2.8947957240803393e-5,8.288333030886743e-5,both,Netherlands
0,both,netherlands,2020-03-09,13886745.060109291,390,TRUE,1541,2.8084334976401636e-5,1.1096912871444851e-4,both,Netherlands
0,both,netherlands,2020-03-16,13886499.868852459,408,TRUE,1949,2.938105381869103e-5,1.4035214189369807e-4,both,Netherlands
0,both,netherlands,2020-03-23,13886254.677595628,447,TRUE,2396,3.219010527879768e-5,1.7254472538702292e-4,both,Netherlands
0,both,netherlands,2020-03-30,13886009.486338798,499,TRUE,2895,3.593545002910458e-5,2.08483222112741e-4,both,Netherlands
0,both,netherlands,2020-04-06,13885764.295081966,498,TRUE,3393,3.586406836650545e-5,2.4435097182239556e-4,both,Netherlands
0,both,netherlands,2020-04-13,13885519.103825137,478,TRUE,3871,3.4424352192084925e-5,2.787796387773238e-4,both,Netherlands
0,both,netherlands,2020-04-20,13885273.912568307,424,TRUE,4295,3.0535947844443664e-5,3.0932050941482437e-4,both,Netherlands
0,both,netherlands,2020-04-27,13885028.721311476,452,TRUE,4747,3.255304753574233e-5,3.4187901914196645e-4,both,Netherlands
0,both,netherlands,2020-05-04,13884783.530054644,441,TRUE,5188,3.1761388216490574e-5,3.736464445967191e-4,both,Netherlands
0,both,netherlands,2020-05-11,13884538.338797815,384,TRUE,5572,2.7656663162287645e-5,4.0130970609444466e-4,both,Netherlands
0,both,netherlands,2020-05-18,13884293.147540983,368,TRUE,5940,2.6504770252936908e-5,4.278215633218621e-4,both,Netherlands
0,both,netherlands,2020-05-25,13884047.956284152,365,TRUE,6305,2.6289163012779346e-5,4.54118281631709e-4,both,Netherlands
0,both,netherlands,2020-06-01,13883802.765027322,362,TRUE,6667,2.6073548157271567e-5,4.801998496257722e-4,both,Netherlands
0,both,netherlands,2020-06-08,13883557.573770493,376,TRUE,7043,2.7082395704567674e-5,5.072907259235907e-4,both,Netherlands
0,both,new_zealand,2020-01-06,4025609.278688525,119,FALSE,0,2.956074267564491e-5,0,both,New Zealand
0,both,new_zealand,2020-01-13,4025893.4289617483,135,FALSE,0,3.353292936887692e-5,0,both,New Zealand
0,both,new_zealand,2020-01-20,4026177.5792349726,137,FALSE,0,3.402731183705807e-5,0,both,New Zealand
0,both,new_zealand,2020-01-27,4026461.729508197,147,FALSE,0,3.650848061530067e-5,0,both,New Zealand
0,both,new_zealand,2020-02-03,4026745.879781421,130,FALSE,0,3.228413311421992e-5,0,both,New Zealand
0,both,new_zealand,2020-02-10,4027030.0300546447,140,FALSE,0,3.476507474618963e-5,0,both,New Zealand
0,both,new_zealand,2020-02-17,4027314.180327869,134,TRUE,134,3.3272795217851837e-5,3.3272795217851837e-5,both,New Zealand
0,both,new_zealand,2020-02-24,4027598.330601093,120,TRUE,254,2.9794430861751496e-5,6.3064878657374e-5,both,New Zealand
0,both,new_zealand,2020-03-02,4027882.4808743168,104,TRUE,358,2.5820018457297475e-5,8.888044815108169e-5,both,New Zealand
0,both,new_zealand,2020-03-09,4028166.631147541,135,TRUE,493,3.351400583980839e-5,1.2238818428907805e-4,both,New Zealand
0,both,new_zealand,2020-03-16,4028450.781420765,142,TRUE,635,3.524928259143806e-5,1.5762883412368426e-4,both,New Zealand
0,both,new_zealand,2020-03-23,4028734.931693989,133,TRUE,768,3.3012844541767014e-5,1.9063056096298546e-4,both,New Zealand
